Site_ID,Name,Hierarchy,Primary_Typology,Secondary_Typology,Specific_Use,Site_Access,Site_Owner,Whole_Part,Site_Area_Ha,Ward
1094,Cairns Close/Belconnen Road - 9,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0318,Bestwood
1404,Faulconbridge Close - 3,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0316,Bulwell
1024,Lytham Gardens - 4,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0319,Bestwood
1990,Thomas Court - 4,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0323,St Ann's
2278,Day Brook Bank - 1,Local,Natural and Semi Natural,,Green Corridor,No public access,Nottingham City Council,Whole Site,0.0324,Basford
1759,Monkton Drive Clanfield Rd Green - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.032,Bilborough
791,Beecham Avenue Area - 15,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0317,St Ann's
778,Beaconhill Rise - 4,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0325,St Ann's
36,Colville Street play area,Local,Provision for Children and Young People,,Equipped Children's Playground,Freely accessible to public,Nottingham City Council,Whole Site,0.031,Hyson Green & Arboretum
1590,Kevern Close Flats - 6,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0312,Aspley
1424,Flaxton Way/Bakewell Drive Area - 19,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0312,Bulwell Forest
628,Keys Close Green,Local,Parks and Gardens,,Grass,Freely accessible to public,Nottingham City Council,Whole Site,0.5998,Bulwell
221,Elm Avenue,Neighbourhood,Parks and Gardens,,Formal Corridor,Freely accessible to public,Nottingham City Council,Whole Site,0.5993,Mapperley
41,St Wilfreds Church,Not in Use,"Cemeteries, churches and disused churchyards",,Churchyards,Freely accessible to public,Southwell Diocese,Whole Site,0.5917,Clifton West
581,Bilberry Walk Open Space,Local,Natural and Semi Natural,,,Freely accessible to public,,Whole Site,0.5842,St Ann's
199,"St Johns Church, Sherwood",,"Cemeteries, churches and disused churchyards",,Churchyards,Freely accessible to public,Southwell Diocese,Whole Site,0.5809,Sherwood
528,Land at Clifton flyover,Local,Natural and Semi Natural,,Grassland,Freely accessible to public,Unknown,Whole Site,0.5704,Clifton West
273,Nottingham Canal 4 - 2,City,Natural and Semi Natural,,Green Corridor,Freely accessible to public,Nottingham City Council,Whole Site,0.5665,Castle
633,Firbeck Road Open Space,Local,Parks and Gardens,,Parks,Freely accessible to public,Nottingham City Council,Whole Site,0.5557,Bilborough
644,Radford Bridge Road Open Space,Local,Parks and Gardens,,Parks,Freely accessible to public,Nottingham City Council,Whole Site,0.5365,Wollaton West
643,Pieris Drive open space,Local,Parks and Gardens,,Parks,Freely accessible to public,Nottingham City Council,Whole Site,0.5283,Clifton West
1540,Harwich Close - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0259,Bulwell
1130,Cawston Gardens - 8,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0255,Bulwell
1072,Cairns Close/Belconnen Road - 11,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0246,Bestwood
1991,Thomas Court - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.025,St Ann's
1251,David Charles Estate - 10,,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0245,Clifton West
1327,Duchess Street - 4,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0252,Bulwell
1027,Lytham Gardens - 7,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0249,Bestwood
1367,Newmarket Road - 11,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0446,Bulwell
2327,River Leen 13 - 5,City,Natural and Semi Natural,,Green Corridor,No public access,Nottingham City Council,Whole Site,0.0449,Berridge
1787,Murby Street - 3,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0446,Bulwell
938,Bramerton Road Green adj 10-20 - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0447,Bilborough
1681,Longdale Road Greens - 7,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0179,Sherwood
1796,Naburn Court Warden Aided Complex - 3,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0167,Leen Valley
2096,Wilkinson Street Greens - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0169,Leen Valley
1301,Dogwood Cresent - 4,,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0173,Bulwell
1931,St Martins Road - 6,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0165,Bilborough
1606,Ladbrook Cresent Stockhill Lane Green - 4,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0169,Basford
1542,Harwich Close - 7,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0172,Bulwell
1992,Thomas Court - 6,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.017,St Ann's
1384,Newmarket Road - 27,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0168,Bulwell
1075,Cairns Close/Belconnen Road - 14,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0174,Bestwood
1878,Parkwood Court/Hucknall Road - 6,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0174,Basford
1171,Clifton Village Greens - 6,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0165,Clifton West
2021,Top Valley Drive/Brisbane Drive - 11,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0174,Bulwell Forest
1076,Cairns Close/Belconnen Road - 15,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0174,Bestwood
1112,Cawston Gardens - 2,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0171,Bulwell
805,Beecham Avenue Area - 28,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0169,St Ann's
804,Beecham Avenue Area - 27,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.017,St Ann's
1254,David Charles Estate - 13,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0167,Clifton West
803,Beecham Avenue Area - 26,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0172,St Ann's
1963,Steadfold Close - 6,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0173,Bulwell
725,Aveline Close - 20,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0174,Bestwood
2050,Weetman Gardens Area - 4,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0166,Bestwood
1604,Ladbrook Cresent Stockhill Lane Green - 2,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.035,Basford
789,Beecham Avenue Area - 13,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0353,St Ann's
896,Bonington Close - 3,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0353,Bulwell
1589,Kevern Close Flats - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0346,Aspley
1369,Newmarket Road - 13,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0346,Bulwell
992,Cotswold Road Flats Adj to Flats 1-7 - 9,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0347,Bilborough
2118,Yewdale Flats - 2,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.034,Clifton East
1989,Thomas Court - 3,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0337,St Ann's
214,Nottingham Canal 2 - 3,City,Natural and Semi Natural,,Green Corridor,No public access,Nottingham City Council,Whole Site,0.0345,Castle
1940,Steadfold Close - 12,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0137,Bulwell
813,Beecham Avenue Area - 35,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0144,St Ann's
2344,River Leen 2 - 4,City,Natural and Semi Natural,,Green Corridor,No public access,Nottingham City Council,Whole Site,0.014,Bulwell
2004,Tobias Close - 17,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0145,Bulwell Forest
1665,Longdale Road Greens - 12,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0136,Sherwood
1664,Longdale Road Greens - 11,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0138,Sherwood
1663,Longdale Road Greens - 10,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0143,Sherwood
1637,Limmem Gardens Area - 11,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0137,St Ann's
1777,Murby Street - 12,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0144,Bulwell
1077,Cairns Close/Belconnen Road - 16,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0139,Bestwood
2052,Weetman Gardens Area - 6,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0142,Bestwood
1428,Flaxton Way/Bakewell Drive Area - 22,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0135,Bulwell Forest
1512,Grotto Farm Housing - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0137,Clifton West
1408,Faulconbridge Close - 7,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0141,Bulwell
1303,Dogwood Cresent - 6,,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0138,Bulwell
932,Catherine Close - 9,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0145,Bulwell
1429,Flaxton Way/Bakewell Drive Area - 23,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0141,Bulwell Forest
2048,Weetman Gardens Area - 2,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0314,Bestwood
986,Cotswold Road Flats Adj to Flats 1-7 - 33,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0312,Bilborough
2089,Wilford Lane Greens Adjacent Co-op - 2,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0313,Clifton West
1165,Clifton Home Farm amenity - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0305,Clifton West
1115,Cawston Gardens - 22,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0314,Bulwell
1372,Newmarket Road - 16,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0309,Bulwell
792,Beecham Avenue Area - 16,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0308,St Ann's
1866,Park Lane/Rosegarth Walk - 3,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0312,Basford
2030,Top Valley Drive/Brisbane Drive - 4,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0307,Bulwell Forest
1405,Faulconbridge Close - 4,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0314,Bulwell
879,Bentinck Court - 3,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0309,Dales
1490,Gayhurst Road - 4,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0306,Basford
1727,Midhurst Way 2,,Amenity Green Space,,,No access information,Nottingham City Council,Whole Site,0.0315,Clifton East
871,Bentinck Court - 13,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.012,Dales
870,Bentinck Court - 12,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0121,Dales
862,Bellevue Court - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0119,St Ann's
1941,Steadfold Close - 13,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0123,Bulwell
1995,Thomas Court - 9,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0119,St Ann's
815,Beecham Avenue Area - 37,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0116,St Ann's
2008,Tobias Close - 20,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0123,Bulwell Forest
814,Beecham Avenue Area - 36,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0118,St Ann's
1467,Fountain Dale Court - 2,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0117,St Ann's
1580,Kevern Close Flats - 10,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0118,Aspley
2053,Weetman Gardens Area - 7,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0118,Bestwood
780,Beaconhill Rise - 6,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0122,St Ann's
732,Aveline Close - 27,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0119,Bestwood
1679,Longdale Road Greens - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0237,Sherwood
794,Beecham Avenue Area - 18,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0239,St Ann's
720,Aveline Close - 16,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0242,Bestwood
1379,Newmarket Road - 22,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.023,Bulwell
