Site_ID,Name,Hierarchy,Primary_Typology,Secondary_Typology,Specific_Use,Site_Access,Site_Owner,Whole_Part,Site_Area_Ha,Ward
736,Aveline Close - 30,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0101,Bestwood
737,Aveline Close - 31,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0096,Bestwood
1494,Gayhurst Road - 8,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0105,Basford
1082,Cairns Close/Belconnen Road - 20,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0099,Bestwood
781,Beaconhill Rise - 7,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0104,St Ann's
1697,Meadows Amenity Areas - 12, ,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0096,Meadows
1495,Gayhurst Road - 9,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0097,Basford
913,Bradley Walk Green - 4,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0096,Clifton East
1034,Stoney Houghton Gardens - 6,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0102,Bulwell
921,Catherine Close - 14,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0096,Bulwell
1074,Cairns Close/Belconnen Road - 13,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0177,Bestwood
1383,Newmarket Road - 26,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0176,Bulwell
1055,Brushfield Street - 3,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0175,Hyson Green & Arboretum
2002,Tobias Close - 15,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0181,Bulwell Forest
1650,Limmem Gardens Area - 9,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0179,St Ann's
1020,Lytham Gardens - 19,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0056,Bestwood
1319,Duchess Street - 17,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0059,Bulwell
1526,Harwich Close - 18,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0059,Bulwell
2045,Weetman Gardens Area - 12,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0063,Bestwood
1950,Steadfold Close - 21,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0059,Bulwell
828,Beecham Avenue Area - 49,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.006,St Ann's
2010,Tobias Close - 22,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0064,Bulwell Forest
2107,Winscale Gardens - 6,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0061,Bestwood
749,Aveline Close - 42,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0059,Bestwood
748,Aveline Close - 41,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0062,Bestwood
747,Aveline Close - 40,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0062,Bestwood
745,Aveline Close - 39,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0064,Bestwood
2123,Yewdale Flats - 7,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0062,Clifton East
744,Aveline Close - 38,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0064,Bestwood
866,Bellevue Court - 9,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0061,St Ann's
1872,Park Lane/Rosegarth Walk - 9,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0057,Basford
1871,Park Lane/Rosegarth Walk - 8,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0058,Basford
1855,Orby Close - 3,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0058,St Ann's
1825,Nine Acre Gardens - 13, ,Amenity Green Space,, ,No access information,Nottingham City Council,Whole Site,0.0064,Bulwell
1804,Newmarket Road - 34,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0062,Bulwell
1782,Murby Street - 17,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0056,Bulwell
956,Broadwalk Greens - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0064,Basford
980,Cotswold Road Flats Adj to Flats 1-7 - 28,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0058,Bilborough
1749,Milford Drive - 9,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0056,Dales
1304,Dogwood Cresent - 7,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0135,Bulwell
975,Top Valley Drive/Beauclerk Drive - 9,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0138,Bulwell Forest
1861,Orby Close - 9,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0141,St Ann's
1721,Meadows Amenity Areas - 6, ,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0141,Meadows
1722,Meadows Amenity Areas - 7, ,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0138,Meadows
1761,Monkton Drive Clanfield Rd Green - 7,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0141,Bilborough
1938,Steadfold Close - 10,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.014,Bulwell
1939,Steadfold Close - 11,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0138,Bulwell
2011,Tobias Close - 23,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0045,Bulwell Forest
1323,Duchess Street - 20,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.004,Bulwell
1532,Harwich Close - 23,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0038,Bulwell
1324,Duchess Street - 21,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0036,Bulwell
958,Broadwalk Greens - 7,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0038,Basford
2080,Wilford Crescent Green P.Stn-Bathley Street - 23,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0044,Meadows
2125,Yewdale Flats - 9,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0043,Clifton East
1659,Lodgewood Close - 8,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0039,Bulwell
2079,Wilford Crescent Green P.Stn-Bathley Street - 22,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0045,Meadows
1809,Newmarket Road - 39,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0038,Bulwell
1811,Newmarket Road - 40,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0037,Bulwell
851,Bellevue Court - 11,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0037,St Ann's
1969,Stoney Houghton Gardens - 11,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0043,Bulwell
2047,Weetman Gardens Area - 14,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0037,Bestwood
1970,Stoney Houghton Gardens - 12,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0041,Bulwell
1971,Stoney Houghton Gardens - 13,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0039,Bulwell
2012,Tobias Close - 24,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0035,Bulwell Forest
2046,Weetman Gardens Area - 13,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0045,Bestwood
1786,Murby Street - 20,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0044,Bulwell
1584,Kevern Close Flats - 14,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0044,Aspley
1341,Edern Close Area - 3,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0129,Bestwood
1281,Dennett Close - 17,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0129,St Ann's
1342,Edern Close Area - 4,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0129,Bestwood
779,Beaconhill Rise - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0129,St Ann's
1849,Orby Close - 1,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.013,St Ann's
1014,Lytham Gardens - 13,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0118,Bestwood
1012,Jacklin Gardens - 4,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0116,Bestwood
997,Crabtree Road - 4,Local,Amenity Green Space,,Borders,No access information,Nottingham City Council,Whole Site,0.0123,Bulwell
1724,Meadows Amenity Areas - 9, ,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0124,Meadows
1763,Morden Close Bungalows - 10,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0123,Bilborough
1857,Orby Close - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0123,St Ann's
899,Bonington Close - 6,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0115,Bulwell
1474,Fountain Dale Court - 9,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0029,St Ann's
1986,Thomas Court - 16,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0031,St Ann's
1974,Stoney Houghton Gardens - 16,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0027,Bulwell
1735,Milford Drive - 15,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0033,Dales
1736,Milford Drive - 16,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0033,Dales
1676,Longdale Road Greens - 22,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0029,Sherwood
1737,Milford Drive - 17,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0031,Dales
1714,Meadows Amenity Areas - 28, ,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0025,Meadows
1738,Milford Drive - 18,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0028,Dales
1739,Milford Drive - 19,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0028,Dales
1741,Milford Drive - 20,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0025,Dales
2027,Top Valley Drive/Brisbane Drive - 17,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.003,Bulwell Forest
1972,Stoney Houghton Gardens - 14,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.003,Bulwell
1764,Morden Close Bungalows - 11,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0034,Bilborough
1485,Gayhurst Road - 19,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0031,Basford
1973,Stoney Houghton Gardens - 15,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0029,Bulwell
1710,Meadows Amenity Areas - 24, ,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0031,Meadows
1641,Limmem Gardens Area - 15,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0102,St Ann's
1015,Lytham Gardens - 14,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0102,Bestwood
1655,Lodgewood Close - 4,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0105,Bulwell
1668,Longdale Road Greens - 15,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0104,Sherwood
954,Broadwalk Greens - 3,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0102,Basford
1698,Meadows Amenity Areas - 13, ,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0093,Meadows
1256,David Charles Estate - 15,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0088,Clifton West
738,Aveline Close - 32,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.009,Bestwood
1522,Harwich Close - 14,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0093,Bulwell
1844,Oakington Close/Orlock Walk - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0089,Bestwood
688,Aldgate Close - 4,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.009,Bulwell
2024,Top Valley Drive/Brisbane Drive - 14,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0088,Bulwell Forest
1870,Park Lane/Rosegarth Walk - 7,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0088,Basford
900,Bonington Close - 7,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.009,Bulwell
2265,Alexandra Crescent - 3,Local,Natural and Semi Natural,,Woodland,No public access,Nottingham City Council,Whole Site,0.0093,Mapperley
1521,Harwich Close - 13,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0095,Bulwell
822,Beecham Avenue Area - 43,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0089,St Ann's
668,Agricultural land nr Nottm Business Park, ,Agricultural,,Grassland,No access information,Unknown,Whole Site,20.1001,Bilborough
2214,Nottingham Trent University - Clifton Campus, ,Institutional,,Parkland,No access information, ,Whole Site,16.5685,Clifton West
2433,Riverside Golf Centre,Neighbourhood,Outdoor Sports Facility,,Sports Turf,No access information,Unknown,Whole Site,12.3762,Lenton & Wollaton East
1440,Flaxton Way/Bakewell Drive Area - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0054,Bulwell Forest
874,Bentinck Court - 16,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0053,St Ann's
832,Beecham Avenue Area - 52,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0053,St Ann's
1083,Cairns Close/Belconnen Road - 21,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0052,Bestwood
833,Beecham Avenue Area - 53,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0045,St Ann's
314,Queen's Meadow,Neighbourhood,Natural and Semi Natural,,Grassland / Scrub / Corridor,Freely accessible to public,Nottingham City Council,Whole Site,5.5902,Meadows
133,Iremongers Pond,Neighbourhood,Natural and Semi Natural,,Wetland,Freely accessible to public,Nottingham City Council,Whole Site,5.4937,Clifton West
567,Church Cemetery (Rock Cemetery),In Use,"Cemeteries, churches and disused churchyards",,Cemetery,Freely accessible to public: opening hours,Nottingham City Council,Whole Site,5.2628,Hyson Green & Arboretum
524,Eastglade Park,Neighbourhood,Outdoor Sports Facility,,Parks,Freely accessible to public,Nottingham City Council,Whole Site,4.8368,Bestwood
457,Moorfield Allotment Gardens,,"Allotments, Community Gardens and Urban Farms",,"Allotments, NCC Administered",Restricted access: members/tenants only,Nottingham City Council,Whole Site,4.0342,Lenton & Wollaton East
548,Melbourne Road Allotments,,"Allotments, Community Gardens and Urban Farms",,"Allotments, Association run",Restricted access: members/tenants only,Nottingham City Council,Whole Site,3.9965,Leen Valley
1813,Newmarket Road - 42,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0035,Bulwell
1814,Newmarket Road - 43,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0032,Bulwell
1264,David Charles Estate - 22,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0034,Clifton West
1618,Latkill Close - 12,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.003,Bulwell
1215,Corben Gardens - 13,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0028,Bulwell
1213,Corben Gardens - 11,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0031,Bulwell
1056,Brushfield Street - 4,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0033,Hyson Green & Arboretum
1212,Corben Gardens - 10,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0034,Bulwell
1888,Pleasant Court - 9,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0035,Hyson Green & Arboretum
473,Canal Allotments,,"Allotments, Community Gardens and Urban Farms",,"Allotments, NCC Administered",Restricted access: members/tenants only,Nottingham City Council,Whole Site,2.1922,Wollaton West
48,Basford Cemetery,In Use,"Cemeteries, churches and disused churchyards",,Cemetery,Freely accessible to public: opening hours,Nottingham City Council,Whole Site,2.1897,Berridge
529,"St Anns Allotments, Gorsey Close",,"Allotments, Community Gardens and Urban Farms",,"Allotments, Association run",Restricted access: members/tenants only,Nottingham City Council,Whole Site,2.1231,Mapperley
441,Queen's Walk,Neighbourhood,Parks and Gardens,,Formal Corridor,Freely accessible to public,Nottingham City Council,Whole Site,2.0805,Meadows
1953,Steadfold Close - 24,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0026,Bulwell
2338,River Leen 17 - 5,City,Natural and Semi Natural,,Green Corridor,No public access,Nottingham City Council,Whole Site,0.0029,Hyson Green & Arboretum
998,Crabtree Road - 5,Local,Amenity Green Space,,Borders,No access information,Nottingham City Council,Whole Site,0.0033,Bulwell
999,Crabtree Road - 6,Local,Amenity Green Space,,Borders,No access information,Nottingham City Council,Whole Site,0.0025,Bulwell
1675,Longdale Road Greens - 21,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.003,Sherwood
1484,Gayhurst Road - 18,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0032,Basford
1482,Gayhurst Road - 16,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0035,Basford
1660,Lodgewood Close - 9,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0032,Bulwell
891,Bonington Close - 13,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0019,Bulwell
893,Bonington Close - 15,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0016,Bulwell
2117,Yewdale Flats - 10,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0022,Clifton East
843,Beecham Avenue Area - 62,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0021,St Ann's
844,Beecham Avenue Area - 63,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0021,St Ann's
1742,Milford Drive - 21,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0023,Dales
412,Nethergate Stream 1 Clifton estate - 1,City,Natural and Semi Natural,,Green Corridor,Freely accessible to public,Nottingham City Council,Whole Site,1.5732,Clifton East
429,Alexandra Plantation - 1,Local,Natural and Semi Natural,,Woodland,Freely accessible to public,Nottingham City Council,Whole Site,1.5399,Mapperley
371,Sunrise Hill LNR,Neighbourhood,Natural and Semi Natural,,Grassland,Freely accessible to public,Nottingham City Council,Whole Site,1.5353,Bestwood
11,Rivergreen plantation - 1,Local,Natural and Semi Natural,,Green Corridor,Freely accessible to public,Nottingham City Council,Whole Site,1.4158,Clifton East
442,Moorbridge Pond,Neighbourhood,Natural and Semi Natural,,Wetland,Freely accessible to public,Nottingham City Council,Whole Site,1.3314,Bulwell
2163,Elliot Durham School, ,Institutional,,Institutional,No access information,Nottingham City Council,Whole Site,11.2599,Mapperley
2138,Bilborough College,Local,Institutional,,School,No access information,Nottingham City Council,Whole Site,10.0882,Bilborough
2413,Highfields Sports Ground,City,Outdoor Sports Facility,,Sports Centres,No access information,Nottingham City Council,Whole Site,9.4883,Lenton & Wollaton East
2155,City Hospital, ,Institutional,,Gardens,No access information, ,Whole Site,8.3348,Sherwood
2168,Fernwood Comprehensive School, ,Institutional,,Institutional,No access information,Nottingham City Council,Whole Site,7.2676,Wollaton West
75,Nottingham Canal 3,City,Natural and Semi Natural,,Green Corridor,Freely accessible to public,Nottingham City Council,Whole Site,0.6185,Castle
13,Basford Road Burial Ground,In Use,"Cemeteries, churches and disused churchyards",,Burial Grounds,Freely accessible to public,Nottingham City Council,Whole Site,0.6071,Basford
64,River Leen 15 (Including wades pond) - 1,City,Natural and Semi Natural,,Green Corridor,Freely accessible to public,Nottingham City Council,Whole Site,0.6064,Hyson Green & Arboretum
391,Old Park Farm Allotments,,"Allotments, Community Gardens and Urban Farms",,"Allotments, Association run",Restricted access: members/tenants only,Nottingham City Council,Whole Site,3.9308,Bilborough
375,Martin's Pond LNR,City,Natural and Semi Natural,,Wetland,Freely accessible to public,Nottingham City Council,Whole Site,3.8185,Wollaton West
1308,Dovenby Road/Foxearth Cut-Through - 2,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.049,Clifton East
1309,Dovenby Road/Foxearth Cut-Through - 3,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0489,Clifton East
1180,Colston Road/ST Albans Road - 10,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0485,Bulwell Forest
563,Gabrielle Close play area,Local,Provision for Children and Young People,,Equipped Children's Playground,Freely accessible to public,Nottingham City Council,Whole Site,0.0487,Basford
1398,Farnbro/Foxearth Cut-Through - 2,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0478,Clifton East
2247,Sycamore Junior and Infants school - 3,Local,Institutional,,School,No access information,Nottingham City Council,Whole Site,0.0482,St Ann's
1417,Flaxton Way/Bakewell Drive Area - 12,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0483,Bulwell Forest
1652,Lodgewood Close - 1,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0484,Bulwell
1221,Corben Gardens - 2,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0483,Bulwell
682,The Kieron Hill Clifton War Memorial Garden,Local,Amenity Green Space,,War memorial,No access information,,Whole Site,0.0481,Clifton East
1064,Burrows Court - 3, ,Amenity Green Space,, ,No access information,Unknown,Whole Site,0.0477,St Ann's
1310,Dovenby Road/Foxearth Cut-Through - 4,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0478,Clifton East
1288,Dennett Close - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0467,St Ann's
2085,Wilford Crescent Green P.Stn-Bathley Street - 7,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0471,Meadows
776,Beaconhill Rise - 2,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0473,St Ann's
1209,Conway Close - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0472,St Ann's
1576,Kersall Court - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0463,Basford
1366,Newmarket Road - 10,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0458,Bulwell
2355,River Leen 5 - 2,Local,Natural and Semi Natural,,Green Corridor,No public access,Nottingham City Council,Whole Site,0.0459,Bulwell
2061,Wilden Crescent Greens - 1,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0464,Clifton East
500,Bagthorpe Allotments,,"Allotments, Community Gardens and Urban Farms",,"Allotments, Association run",Restricted access: members/tenants only,Nottingham City Council,Whole Site,2.0653,Basford
248,Hucknall Road Walkway 1 - 2,City,Natural and Semi Natural,,Woodland / Corridor,Freely accessible to public,Nottingham City Council,Whole Site,2.0643,Bulwell Forest
370,Harrison's Plantation LNR - 2,City,Natural and Semi Natural,,Woodland,Freely accessible to public,Nottingham City Council,Whole Site,2.0061,Wollaton West
35,Colville Street,Local,Provision for Children and Young People,,Surfaced Areas and Ball Courts,Freely accessible to public,Nottingham City Council,Whole Site,0.0361,Hyson Green & Arboretum
1355,Failsworth Close Green - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0356,Clifton East
1205,Conway Close - 1, ,Amenity Green Space,, ,No access information,Nottingham City Council,Whole Site,0.0358,St Ann's
691,Allendale Avenue Encl adj 62-86 - 3,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0355,Aspley
2462,River Leen 16 - 1,Local,Natural and Semi Natural,,Green Corridor,No public access,Nottingham City Council,Whole Site,0.0364,Hyson Green & Arboretum
1446,Fordham Green - 2,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0358,Clifton East
1769,Morden Close Bungalows - 6,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0364,Bilborough
1889,Quayside Close Private Communal Gardens,,Amenity Green Space,,Grass,No access information,Private,Whole Site,0.0356,Meadows
692,Allendale Avenue Encl adj 62-86 - 4,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0351,Aspley
274,Nottingham Canal 4 - 7,City,Natural and Semi Natural,,Green Corridor,No public access,Nottingham City Council,Whole Site,0.0349,Lenton & Wollaton East
1547,Haswell Road corridor - 3, ,Amenity Green Space,, ,No access information, ,Whole Site,0.0351,Bulwell
1289,Dennett Close - 8,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0348,St Ann's
1770,Morden Close Bungalows - 7,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0352,Bilborough
1557,Hazel Street - 4,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.035,Bulwell
2303,Nethergrate Stream 2 Clifton village - 2,City,Natural and Semi Natural,,Green Corridor,No public access,Nottingham City Council,Whole Site,0.0351,Clifton West
523,Farnborough Road Alllotments,,"Allotments, Community Gardens and Urban Farms",,"Allotments, Association run",Restricted access: members/tenants only,Nottingham City Council,Whole Site,1.2898,Clifton East
95,"St Mary the Virgin & All Souls Church, Bulwell Forest",Not in Use,"Cemeteries, churches and disused churchyards",,Churchyards,Freely accessible to public,Southwell Diocese,Whole Site,1.2631,Bulwell Forest
575,Hoewood Road,Local,Natural and Semi Natural,,Parks,Freely accessible to public,Nottingham City Council,Whole Site,1.1883,Bulwell
393,River Leen 13 - 1,City,Natural and Semi Natural,,Green Corridor,Freely accessible to public,Nottingham City Council,Whole Site,1.1468,Berridge
280,Belconnen Road Open Space,Neighbourhood,Natural and Semi Natural,,Grassland / Scrub,Freely accessible to public,Nottingham City Council,Whole Site,1.1199,Bestwood
642,Valley Road Park - Wetland area,City,Natural and Semi Natural,,Parks,Freely accessible to public,Nottingham City Council,Whole Site,1.1132,Sherwood
1645,Limmem Gardens Area - 4,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0321,St Ann's
